source,source_line,citation,cited_file,old_line,resolved_path,new_line,symbol,semantic_assertion,status,reason
plan-sections-0-through-4,1944,routes/console.php:100-117,routes/console.php,100-117,apps/api/routes/console.php,101-118,"console.php file scope","console.php file scope anchors the cited behavior at `// runInBackground() forks a detached process whose exit code the scheduler does // not observe in-process, so an ->onFailure() hook could silently never fire — // a FROZEN drawer would then surface only in audit_events, unnoticed until the // next drawer op fails. Run in-process so the exit code is observed. //`",mapped,
plan-sections-0-through-4,1945,routes/console.php:231-235,routes/console.php,231-235,apps/api/routes/console.php,232-236,"console.php file scope","console.php file scope anchors the cited behavior at `Schedule::command(CheckSubledgerReconciliationCommand::class) ->dailyAt('02:30') ->withoutOverlapping() ->runInBackground();`",mapped,
plan-sections-0-through-4,1981,docs/superpowers/specs/2026-08-08-country-defaults-super-admin-design.md:78-79,docs/superpowers/specs/2026-08-08-country-defaults-super-admin-design.md,78-79,docs/superpowers/specs/2026-08-08-country-defaults-super-admin-design.md,78-79,"section 3.1 `admin_templates`","section 3.1 `admin_templates` anchors the cited behavior at `| certified_country_codes | jsonb nullable | **immutable once published** (R2-08). Scope algebra (R3-02/R7-02): EITHER a non-empty set of exact ISO codes OR the single element `*` — **never mixed**, and an exact set may not mix timbre with non-timbre countries per `CountryAccountingCapabilities` (§4.2.1). Exact set ⇒ a`",mapped,
plan-sections-0-through-4,2010,InvoiceController.php:767,InvoiceController.php,767,apps/api/app/Modules/Document/Presentation/Controllers/InvoiceController.php,808,confirmDeliveriesAndPost(),"confirmDeliveriesAndPost() anchors the cited behavior at `$confirmed = $this->deliveryNoteService->confirm($dn);`",mapped,
plan-sections-0-through-4,2011,DeliveryNoteController.php:330,DeliveryNoteController.php,330,apps/api/app/Modules/Document/Presentation/Controllers/DeliveryNoteController.php,330,confirm(),"confirm() anchors the cited behavior at `return $this->deliveryNoteService->confirm($lockedDocument);`",mapped,
plan-sections-0-through-4,2012,ReturnNoteController.php:427,ReturnNoteController.php,427,apps/api/app/Modules/Document/Presentation/Controllers/ReturnNoteController.php,427,confirm(),"confirm() anchors the cited behavior at `$confirmedReturnNote = $this->returnNoteService->confirm(`",mapped,
plan-sections-0-through-4,2013,RefundService.php:236,RefundService.php,236,apps/api/app/Modules/Document/Domain/Services/RefundService.php,237,cancelInvoiceWithDecision(),"cancelInvoiceWithDecision() anchors the cited behavior at `fn (): Document => $this->returnNoteService->confirmWithin($returnNote, $actorId),`",mapped,
plan-sections-0-through-4,2014,ApplyFiscalEventProjectionJob.php:394,ApplyFiscalEventProjectionJob.php,394,apps/api/app/Modules/Fiscal/Application/Jobs/ApplyFiscalEventProjectionJob.php,394,handle(),"handle() anchors the cited behavior at `$projector->apply($event);`",mapped,
plan-sections-0-through-4,2016,GoodsReceiptController.php:124,GoodsReceiptController.php,124,apps/api/app/Modules/Inventory/Presentation/Controllers/GoodsReceiptController.php,124,post(),"post() anchors the cited behavior at `$posted = $this->goodsReceiptService->post($this->receiptForCurrentCompany($receipt), $user->id, $destinationLocationId);`",mapped,
plan-sections-0-through-4,2017,StandaloneReceiptService.php:134,StandaloneReceiptService.php,134,apps/api/app/Modules/Procurement/Application/StandaloneReceiptService.php,134,execute(),"execute() anchors the cited behavior at `? $this->goodsReceiptService->post($draft, $input->actorId, null, true)`",mapped,
plan-sections-0-through-4,2067,DeliveredQuantityResolver.php:185-199,DeliveredQuantityResolver.php,185-199,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,215-229,unresolvedLocationProductIds(),"unresolvedLocationProductIds() anchors the cited behavior at `* TRUE when any tuple still has units out — CF-D6's `goods_issued`. * * Deliberately ""any tuple > 0"" rather than ""delivered > 0"": an invoice whose * every delivered unit has already come back has nothing left to restock, and * offering options 1 or 2 for it would over-return.`",mapped,
plan-sections-0-through-4,2106,DeliveryNoteToInvoiceConverter.php:150,DeliveryNoteToInvoiceConverter.php,150,apps/api/app/Modules/Document/Domain/Services/Conversion/Converters/DeliveryNoteToInvoiceConverter.php,150,convertSingleDeliveryNote(),"convertSingleDeliveryNote() anchors the cited behavior at `$invoicePayload['source_delivery_note_ids'] = [$dn->id];`",mapped,
plan-sections-0-through-4,2236,GeneralLedgerService.php:3266-3268,GeneralLedgerService.php,3266-3268,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,3531-3533,sealAndPersistEntry(),"sealAndPersistEntry() anchors the cited behavior at `if ($this->fiscalPeriodResolver->isDateInClosedPeriod($entry->company_id, $entry->entry_date)) { throw new ClosedFiscalPeriodException($entry->company_id, $entry->entry_date->toDateString()); }`",mapped,
plan-sections-0-through-4,2280,CheckSubledgerReconciliationCommand.php:25-28,CheckSubledgerReconciliationCommand.php,25-28,apps/api/app/Modules/Accounting/Presentation/Console/CheckSubledgerReconciliationCommand.php,25-28,CheckSubledgerReconciliationCommand,"CheckSubledgerReconciliationCommand anchors the cited behavior at `final class CheckSubledgerReconciliationCommand extends TenantScopedCommand { /** @var string */ protected $signature = 'accounting:check-subledger-reconciliation {--purpose=* : Optional SystemAccountPurpose values to scan}';`",mapped,
plan-sections-0-through-4,2285,routes/console.php:231-235,routes/console.php,231-235,apps/api/routes/console.php,232-236,"console.php file scope","console.php file scope anchors the cited behavior at `Schedule::command(CheckSubledgerReconciliationCommand::class) ->dailyAt('02:30') ->withoutOverlapping() ->runInBackground();`",mapped,
plan-sections-0-through-4,2302,CheckSubledgerReconciliationCommand.php:80,CheckSubledgerReconciliationCommand.php,80,apps/api/app/Modules/Accounting/Presentation/Console/CheckSubledgerReconciliationCommand.php,80,executeCommand(),"executeCommand() anchors the cited behavior at `Log::warning('Partner subledger reconciliation discrepancy detected.', $context);`",mapped,
plan-sections-0-through-4,2431,PostCOGSOnInvoice.php:145-152,PostCOGSOnInvoice.php,145-152,apps/api/app/Modules/Inventory/Listeners/PostCOGSOnInvoice.php,145-152,extractPhysicalProductLines(),"extractPhysicalProductLines() anchors the cited behavior at `$unitCost = $product->cost_price ?? '0.00'; // Skip if no cost (shouldn't happen but safety check) if (bccomp($unitCost, '0.00', $this->scale()) <= 0) { Log::debug('PostCOGSOnInvoice: Skipping product with zero cost', [`",mapped,
plan-sections-0-through-4,2435,DocumentPostingService.php:485-488,DocumentPostingService.php,485-488,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,507-510,postWithFiscalChain(),"postWithFiscalChain() anchors the cited behavior at `// to prevent listener failures from rolling back the fiscal chain) DB::afterCommit(function () use ($document, $postedAt): void { $this->dispatchPostedEvent($document, $postedAt->toIso8601String()); });`",mapped,
plan-sections-0-through-4,2440,StockMovementGLIntegrationTest.php:323-332,StockMovementGLIntegrationTest.php,323-332,apps/api/tests/Feature/Accounting/StockMovementGLIntegrationTest.php,323-332,test_invoice_posted_listener_creates_posted_cogs_journal_entry(),"test_invoice_posted_listener_creates_posted_cogs_journal_entry() anchors the cited behavior at `public function test_invoice_posted_listener_creates_posted_cogs_journal_entry(): void { $product = $this->createPhysicalProduct('50.00'); $invoice = $this->createPostedInvoiceWithProducts([ ['product' => $product, 'quantity' => '2', 'unit_price' => '100.00'],`",mapped,
plan-sections-0-through-4,2450,DeliveryNoteService.php:254-261,DeliveryNoteService.php,254-261,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,269-276,issueStock(),"issueStock() anchors the cited behavior at `$movement = $this->wacService->recordSale( product: $product, location: $location, quantity: CurrencyScale::bcformatStrict((string) $line->quantity, self::QUANTITY_SCALE), reference: $deliveryNote->document_number,`",mapped,
plan-sections-0-through-4,2450,ReturnNoteService.php:679-686,ReturnNoteService.php,679-686,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,693-700,receiveStockBack(),"receiveStockBack() anchors the cited behavior at `$this->wacService->recordReturn( product: $product, location: $location, quantity: CurrencyScale::bcformatStrict((string) $line->quantity, self::QUANTITY_SCALE), originalCost: $originalCost,`",mapped,
plan-sections-0-through-4,2460,StockMovementReferenceType.php:43-46,StockMovementReferenceType.php,43-46,apps/api/app/Shared/Domain/Enums/StockMovementReferenceType.php,43-46,name,"name anchors the cited behavior at `* The backing value is the SHORT class name, not the FQCN, because existing * readers query it literally — `LinkedCostApplicationService` and * `BackfillGoodsReceiptsCommand` both do `->where('reference_type', 'Document')`, * and it is what every WeightedAverageCostService caller already writes.`",mapped,
plan-sections-0-through-4,2466,DeliveryNoteService.php:257,DeliveryNoteService.php,257,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,272,issueStock(),"issueStock() anchors the cited behavior at `quantity: CurrencyScale::bcformatStrict((string) $line->quantity, self::QUANTITY_SCALE),`",mapped,
plan-sections-0-through-4,2466,ReturnNoteService.php:682,ReturnNoteService.php,682,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,696,receiveStockBack(),"receiveStockBack() anchors the cited behavior at `quantity: CurrencyScale::bcformatStrict((string) $line->quantity, self::QUANTITY_SCALE),`",mapped,
plan-sections-0-through-4,2479,DeliveryNoteService.php:243,DeliveryNoteService.php,243,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,253,issueStock(),"issueStock() anchors the cited behavior at `// D-19 / T4: ONE physical predicate. The former guard read the`",mapped,
plan-sections-0-through-4,2479,ReturnNoteService.php:647,ReturnNoteService.php,647,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,659,receiveStockBack(),"receiveStockBack() anchors the cited behavior at `$product = PhysicalLinePredicate::physicalProductFor($line);`",mapped,
plan-sections-0-through-4,2480,SalesOrderService.php:118,SalesOrderService.php,118,apps/api/app/Modules/Document/Domain/Services/SalesOrderService.php,119,confirmAndReserveStock(),"confirmAndReserveStock() anchors the cited behavior at `// `product_id === null` skip further down (which ran AFTER the`",mapped,
plan-sections-0-through-4,2480,DocumentPostingService.php:605,DocumentPostingService.php,605,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,630,validateDeliveryCompliance(),"validateDeliveryCompliance() anchors the cited behavior at `return;`",mapped,
plan-sections-0-through-4,2485,InvoiceController.php:892,InvoiceController.php,892,apps/api/app/Modules/Document/Presentation/Controllers/InvoiceController.php,1132,closeWithTolerance(),"closeWithTolerance() anchors the cited behavior at `}`",mapped,
plan-sections-0-through-4,2486,Document.php:926,Document.php,926,apps/api/app/Modules/Document/Domain/Document.php,926,getFulfillmentStatus(),"getFulfillmentStatus() anchors the cited behavior at `->whereHas('product', fn (Builder $q) => $q->whereRaw('is_physical = true'))`",mapped,
plan-sections-0-through-4,2493,POS/routes.php:164-171,POS/routes.php,164-171,apps/api/app/Modules/POS/routes.php,164-171,"routes.php file scope","routes.php file scope anchors the cited behavior at `Route::post('/pos/receipts', function () { return response()->json([ 'error' => [ 'code' => 'NEW_SALE_AUTHORING_RETIRED', 'message' => 'POST /api/v1/pos/receipts is retired for new-sale SALE_RECEIPT authoring per fiscal Phase 1 §14.2. Receipts are now device-authored and ingested via POST /api/v1/pos/sync/fiscal-events`",mapped,
plan-sections-0-through-4,2493,routes_orders.php:43-50,routes_orders.php,43-50,apps/api/app/Modules/POS/routes_orders.php,43-50,"routes_orders.php file scope","routes_orders.php file scope anchors the cited behavior at `Route::post('/pos/orders/{id}/close', function (string $id) { return response()->json([ 'error' => [ 'code' => 'NEW_SALE_AUTHORING_RETIRED', 'message' => 'POST /api/v1/pos/orders/{id}/close is retired for new-sale SALE_RECEIPT authoring per fiscal Phase 1 §14.2. Receipts are now device-authored and ingested via POST /a`",mapped,
plan-sections-0-through-4,2520,EventServiceProvider.php:145-147,EventServiceProvider.php,145-147,apps/api/app/Providers/EventServiceProvider.php,145-147,EventServiceProvider,"EventServiceProvider anchors the cited behavior at `// Procurement-to-Pay: GR-IR accrual on goods receipt GoodsReceived::class => [ PostGrIrOnGoodsReceipt::class,`",mapped,
plan-sections-0-through-4,2531,PostGrIrOnGoodsReceipt.php:41-55,PostGrIrOnGoodsReceipt.php,41-55,apps/api/app/Modules/Accounting/Listeners/PostGrIrOnGoodsReceipt.php,41-55,handle(),"handle() anchors the cited behavior at `} catch (\Throwable $e) { // Log the error but do not re-throw — failure to post GL must not // block the goods receipt (the stock movement has already committed). // Ops can replay the GoodsReceived event or create the GL entry manually. Log::error('PostGrIrOnGoodsReceipt: failed to post GR-IR entry', [`",mapped,
plan-sections-0-through-4,2534,EventServiceProvider.php:145-147,EventServiceProvider.php,145-147,apps/api/app/Providers/EventServiceProvider.php,145-147,EventServiceProvider,"EventServiceProvider anchors the cited behavior at `// Procurement-to-Pay: GR-IR accrual on goods receipt GoodsReceived::class => [ PostGrIrOnGoodsReceipt::class,`",mapped,
plan-sections-0-through-4,2557,Company.php:156-180,Company.php,156-180,apps/api/app/Modules/Company/Domain/Company.php,162-186,booted(),"booted() anchors the cited behavior at `static::updated(function (Company $company): void { // Only dispatch if there are actual changes if (empty($company->getDirty())) { return; }`",mapped,
plan-sections-0-through-4,2580,CompanyFactory.php:72,CompanyFactory.php,72,apps/api/database/factories/CompanyFactory.php,72,definition(),"definition() anchors the cited behavior at `'inventory_costing_method' => 'weighted_average',`",mapped,
plan-sections-0-through-4,2607,PosCoreReceiptProjection.php:456-458,PosCoreReceiptProjection.php,456-458,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,475-477,"PosCoreReceiptProjection.php file scope","PosCoreReceiptProjection.php file scope anchors the cited behavior at `$this->reconcileRoundingPolicySafely($event, $roundingDenominationNorm); } });`",mapped,
plan-sections-0-through-4,2714,ReturnNoteService.php:497,ReturnNoteService.php,497,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,509,confirm(),"confirm() anchors the cited behavior at `return $this->costLock->acquire($returnNote->tenant_id, $returnNote->company_id, $productIds, function () use ($returnNote, $actorId): Document {`",mapped,
plan-sections-0-through-4,2740,ProductCostLock.php:40,ProductCostLock.php,40,apps/api/app/Modules/Inventory/Domain/Services/ProductCostLock.php,40,acquire(),"acquire() anchors the cited behavior at `public function acquire(string $tenantId, string $companyId, array $productIds, Closure $callback): mixed`",mapped,
plan-sections-0-through-4,2757,JournalCode.php:32-42,JournalCode.php,32-42,apps/api/app/Modules/Accounting/Domain/Enums/JournalCode.php,32-42,fromSourceType(),"fromSourceType() anchors the cited behavior at `public static function fromSourceType(string $sourceType): self { return match ($sourceType) { 'invoice', 'credit_note' => self::Sales, 'supplier_invoice' => self::Purchase,`",mapped,
plan-sections-0-through-4,2768,JournalCode.php:38,JournalCode.php,38,apps/api/app/Modules/Accounting/Domain/Enums/JournalCode.php,38,fromSourceType(),"fromSourceType() anchors the cited behavior at `'pos_payment', 'pos_receipt', 'pos_receipt_refund' => self::Cash,`",mapped,
plan-sections-0-through-4,2783,DeliveryNoteService.php:240-273,DeliveryNoteService.php,240-273,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,250-288,issueStock(),"issueStock() anchors the cited behavior at `private function issueStock(Document $deliveryNote): void { foreach ($deliveryNote->lines as $line) { // D-19 / T4: ONE physical predicate. The former guard read the // PHANTOM `is_service` (§0.15) and therefore issued stock for`",mapped,
plan-sections-0-through-4,2789,StockAdjustmentService.php:1152-1158,StockAdjustmentService.php,1152-1158,apps/api/app/Modules/Inventory/Domain/Services/StockAdjustmentService.php,1152-1158,issueFromDefaultBatchByDelta(),"issueFromDefaultBatchByDelta() anchors the cited behavior at `if (bccomp($drain, '0', self::SCALE) <= 0) { return; }`",mapped,
plan-sections-0-through-4,2816,ReturnNoteService.php:643-696,ReturnNoteService.php,643-696,apps/api/app/Modules/Document/Domain/Services/ReturnNoteService.php,655-712,receiveStockBack(),"receiveStockBack() anchors the cited behavior at `private function receiveStockBack(Document $returnNote): void { foreach ($returnNote->lines as $line) { // D-19 / T4: ONE physical predicate (was the phantom `is_service`). $product = PhysicalLinePredicate::physicalProductFor($line);`",mapped,
plan-sections-0-through-4,2860,ReturnScrapWriteOffService.php:209-213,ReturnScrapWriteOffService.php,209-213,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,209-213,writeOff(),"writeOff() anchors the cited behavior at `// Seal INSIDE this transaction (gate I1). The default afterCommit // path would post from a Horizon worker in autocommit, where the // per-company chain advisory lock is a no-op (duplicate // chain_sequence) and a post-commit throw would leave the entry // Draft forever — invisible to every trial balance.`",mapped,
plan-sections-0-through-4,2888,PosCoreReceiptProjection.php:1433,PosCoreReceiptProjection.php,1433,apps/api/app/Modules/POS/Application/Projections/PosCoreReceiptProjection.php,1452,redeemVouchers(),"redeemVouchers() anchors the cited behavior at `$currency = $view->payload->currencyCode;`",mapped,
plan-sections-0-through-4,2890,GeneralLedgerService.php:3404,GeneralLedgerService.php,3404,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,3669,createPOSPaymentEntry(),"createPOSPaymentEntry() anchors the cited behavior at `'entry_date' => $receipt->posted_at,`",mapped,
plan-sections-0-through-4,2923,GeneralLedgerService.php:3257,GeneralLedgerService.php,3257,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,3522,sealAndPersistEntry(),"sealAndPersistEntry() anchors the cited behavior at `DB::statement('SELECT pg_advisory_xact_lock(hashtextextended(?, 0))', [$entry->company_id]);`",mapped,
plan-sections-0-through-4,2931,ReturnScrapWriteOffService.php:198-201,ReturnScrapWriteOffService.php,198-201,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,198-201,writeOff(),"writeOff() anchors the cited behavior at `// // NOTE (gate C3): a POS scrap is NOT reversible through // ReverseWriteOffService — it is undone by correcting the return. // That service refuses this reference_type explicitly.`",mapped,
plan-sections-0-through-4,2934,ReturnScrapWriteOffService.php:218-227,ReturnScrapWriteOffService.php,218-227,apps/api/app/Modules/POS/Application/Services/ReturnScrapWriteOffService.php,218-227,writeOff(),"writeOff() anchors the cited behavior at `// This posting is economically correct TODAY only because two other // postings are absent, and they must land TOGETHER or this breaks: // * POS COGS-at-exit (a POS sale currently posts no COGS) — landing // it alone relieves Inventory TWICE for the same units. // * A GL leg for the RE-ENTRY movement (MovementReason::`",mapped,
plan-sections-0-through-4,2942,ReceiptReturnService.php:1250,ReceiptReturnService.php,1250,apps/api/app/Modules/POS/Application/Services/ReceiptReturnService.php,1250,calculateAlreadyReturnedQuantities(),"calculateAlreadyReturnedQuantities() anchors the cited behavior at `* row is restored — symmetric with ReceiptCreationService::decrementStock`",mapped,
plan-sections-0-through-4,2953,GeneralLedgerService.php:2514,GeneralLedgerService.php,2514,apps/api/app/Modules/Accounting/Domain/Services/GeneralLedgerService.php,2684,createVoucherLedgerEntry(),"createVoucherLedgerEntry() anchors the cited behavior at `public function createVoucherLedgerEntry(VoucherLedger $ledgerRow, Voucher $voucher): JournalEntry`",mapped,
plan-sections-0-through-4,2985,InventoryServiceProvider.php:77,InventoryServiceProvider.php,77,apps/api/app/Modules/Inventory/Providers/InventoryServiceProvider.php,77,registerEventListeners(),"registerEventListeners() anchors the cited behavior at `Event::listen(InvoicePosted::class, PostCOGSOnInvoice::class);`",mapped,
plan-sections-0-through-4,3001,tests/Feature/Accounting/GLIntegrationTest.php:380-390,tests/Feature/Accounting/GLIntegrationTest.php,380-390,apps/api/tests/Feature/Accounting/GLIntegrationTest.php,380-390,test_cogs_posting_without_company_context_assigns_verifiable_chain_sequence(),"test_cogs_posting_without_company_context_assigns_verifiable_chain_sequence() anchors the cited behavior at `public function test_cogs_posting_without_company_context_assigns_verifiable_chain_sequence(): void { app(CompanyContext::class)->clear(); $entry = app(GeneralLedgerService::class)->createCOGSEntry(`",mapped,
plan-sections-0-through-4,3004,database/seeders/ParapharmacySeeder.php:971,database/seeders/ParapharmacySeeder.php,971,apps/api/database/seeders/ParapharmacySeeder.php,971,createProduct(),"createProduct() anchors the cited behavior at `'company_id' => $company->id,`",mapped,
plan-sections-0-through-4,3005,tests/Feature/Document/RefundResidualTenantIsolationTest.php:544,tests/Feature/Document/RefundResidualTenantIsolationTest.php,544,apps/api/tests/Feature/Document/RefundResidualTenantIsolationTest.php,585,test_auto_save_batch_lines_does_not_leak_cross_tenant_product_name(),"test_auto_save_batch_lines_does_not_leak_cross_tenant_product_name() anchors the cited behavior at `* (unscoped belongsTo) — concretely surfaced in PostCOGSOnInvoice and`",mapped,
plan-sections-0-through-4,3041,docs/handoff/HANDOVER-dpa-session2-2026-08-09.md:100,docs/handoff/HANDOVER-dpa-session2-2026-08-09.md,100,/Users/houssamr/Projects/syneriva/apps/erp/docs/handoff/HANDOVER-dpa-session2-2026-08-09.md,100,"section 7. Routed to the MAIN session (do not absorb)","section 7. Routed to the MAIN session (do not absorb) anchors the cited behavior at `T13 `fiscal:verify-chains` false-tamper P1 → launch fiscal-verifier gate. The 42-entry`",mapped,
plan-sections-0-through-4,3072,FranceChartOfAccountsSeeder.php:281,FranceChartOfAccountsSeeder.php,281,apps/api/database/seeders/FranceChartOfAccountsSeeder.php,289,aware,"aware anchors the cited behavior at `'system_purpose' => SystemAccountPurpose::CostOfGoodsSold->value, 'is_system' => true],`",mapped,
plan-sections-0-through-4,3096,StockAdjustmentService.php:1419,StockAdjustmentService.php,1419,apps/api/app/Modules/Inventory/Domain/Services/StockAdjustmentService.php,1419,postCountOpening(),"postCountOpening() anchors the cited behavior at `unitCost: $openingUnitCost,`",mapped,
plan-sections-0-through-4,3108,StockAdjustmentService.php:1419,StockAdjustmentService.php,1419,apps/api/app/Modules/Inventory/Domain/Services/StockAdjustmentService.php,1419,postCountOpening(),"postCountOpening() anchors the cited behavior at `unitCost: $openingUnitCost,`",mapped,
plan-sections-0-through-4,3146,task-v7-report.md:47-70,task-v7-report.md,47-70,.superpowers/sdd/HANDOVER-document-per-action-remediation-2026-08-08/task-v7-report.md,47-70,"section ⚠ Collision C-1 — plan-internal contradiction, RULING OWED","section ⚠ Collision C-1 — plan-internal contradiction, RULING OWED anchors the cited behavior at `## ⚠ Collision C-1 — plan-internal contradiction, RULING OWED **D1 vs D1b part 3 cannot both hold, and reality settles which.** - **D1:** `adjust()` ""passes `batchId: null` **so its behaviour is bit-for-bit unchanged**"".`",mapped,
plan-sections-0-through-4,3149,InventoryCountingDefaultBatchTest.php:131,InventoryCountingDefaultBatchTest.php,131,apps/api/tests/Feature/Inventory/InventoryCountingDefaultBatchTest.php,131,test_counting_positive_delta_for_batch_tracked_product_reconciles_default_lot(),"test_counting_positive_delta_for_batch_tracked_product_reconciles_default_lot() anchors the cited behavior at `$this->assertSame(0, bccomp('7.0000', (string) $batchStock->quantity, 4));`",mapped,
plan-sections-0-through-4,3185,DeliveryNoteService.php:247-250,DeliveryNoteService.php,247-250,apps/api/app/Modules/Document/Domain/Services/DeliveryNoteService.php,262-265,issueStock(),"issueStock() anchors the cited behavior at `$location = $line->location ?? $deliveryNote->location; if ($location === null) { continue; // Skip if no location available`",mapped,
plan-sections-0-through-4,3219,DocumentPostingService.php:621-624,DocumentPostingService.php,621-624,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,641-644,validateDeliveryCompliance(),"validateDeliveryCompliance() anchors the cited behavior at `// 🚨 T25b — the compliance refusal is TYPED and carries the resolved // policy. Flattening it into the generic `\DomainException` below would // make the control depend on the entry point: every non-controller`",mapped,
plan-sections-0-through-4,3220,InvoiceController.php:910-919,InvoiceController.php,910-919,apps/api/app/Modules/Document/Presentation/Controllers/InvoiceController.php,1132,closeWithTolerance(),"closeWithTolerance() anchors the cited behavior at `}`",mapped,
plan-sections-0-through-4,3231,DeliveredQuantityResolver.php:287,DeliveredQuantityResolver.php,287,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,373,linkedDeliveryNoteIdsFor(),"linkedDeliveryNoteIdsFor() anchors the cited behavior at `public function linkedDeliveryNoteIdsFor(Document $invoice): array`",mapped,
plan-sections-0-through-4,3237,DeliveredQuantityResolver.php:186-188,DeliveredQuantityResolver.php,186-188,apps/api/app/Modules/Document/Domain/Services/DeliveredQuantityResolver.php,216-218,unresolvedLocationProductIds(),"unresolvedLocationProductIds() anchors the cited behavior at `* * Deliberately ""any tuple > 0"" rather than ""delivered > 0"": an invoice whose * every delivered unit has already come back has nothing left to restock, and`",mapped,
plan-sections-0-through-4,3273,docs/superpowers/specs/2026-08-08-country-defaults-super-admin-design.md:78-79,docs/superpowers/specs/2026-08-08-country-defaults-super-admin-design.md,78-79,docs/superpowers/specs/2026-08-08-country-defaults-super-admin-design.md,78-79,"section 3.1 `admin_templates`","section 3.1 `admin_templates` anchors the cited behavior at `| certified_country_codes | jsonb nullable | **immutable once published** (R2-08). Scope algebra (R3-02/R7-02): EITHER a non-empty set of exact ISO codes OR the single element `*` — **never mixed**, and an exact set may not mix timbre with non-timbre countries per `CountryAccountingCapabilities` (§4.2.1). Exact set ⇒ a`",mapped,
plan-sections-0-through-4,3299,DocumentPostingService.php:626-630,DocumentPostingService.php,626-630,apps/api/app/Modules/Document/Domain/Services/DocumentPostingService.php,646-656,validateDeliveryCompliance(),"validateDeliveryCompliance() anchors the cited behavior at `// policy, no source and no compliant alternative to offer. if ($status->code === DeliveryComplianceCode::DeliveryRequiredBeforeInvoice && $status->resolvedPolicy !== null) { throw new DeliveryRequiredBeforeInvoiceException( policy: $status->resolvedPolicy->policy->value,`",mapped,
plan-sections-0-through-4,3326,InvoiceController.php:727-733,InvoiceController.php,727-733,apps/api/app/Modules/Document/Presentation/Controllers/InvoiceController.php,768-774,confirmDeliveriesAndPost(),"confirmDeliveriesAndPost() anchors the cited behavior at `$sourceOrder = $documentModel->sourceDocument; if ($sourceOrder === null || $sourceOrder->type !== DocumentType::SalesOrder) { return $this->validationErrorResponse( 'NO_SOURCE_ORDER', 'Invoice does not have a source sales order'`",mapped,
plan-sections-0-through-4,3332,DeliveryNoteToInvoiceConverter.php:150,DeliveryNoteToInvoiceConverter.php,150,apps/api/app/Modules/Document/Domain/Services/Conversion/Converters/DeliveryNoteToInvoiceConverter.php,150,convertSingleDeliveryNote(),"convertSingleDeliveryNote() anchors the cited behavior at `$invoicePayload['source_delivery_note_ids'] = [$dn->id];`",mapped,
plan-sections-0-through-4,3343,SalesOrderToInvoiceConverter.php:476,SalesOrderToInvoiceConverter.php,476,apps/api/app/Modules/Document/Domain/Services/Conversion/Converters/SalesOrderToInvoiceConverter.php,482,createDeliveryNoteForOrder(),"createDeliveryNoteForOrder() anchors the cited behavior at `private function createDeliveryNoteForOrder(Document $order): Document`",mapped,
plan-sections-0-through-4,3376,app/Modules/Treasury/Domain/Enums/PaymentType.php:13,app/Modules/Treasury/Domain/Enums/PaymentType.php,13,apps/api/app/Modules/Treasury/Domain/Enums/PaymentType.php,13,PaymentType,"PaymentType anchors the cited behavior at `case Advance = 'advance';`",mapped,
plan-sections-0-through-4,3378,PaymentAllocationService.php:315,PaymentAllocationService.php,315,apps/api/app/Modules/Treasury/Application/Services/PaymentAllocationService.php,315,applyAllocationFromCommand(),"applyAllocationFromCommand() anchors the cited behavior at `$advanceEntry = $this->glService->createCustomerAdvanceJournalEntry(`",mapped,
plan-sections-0-through-4,3378,MultiPaymentService.php:223,MultiPaymentService.php,223,apps/api/app/Modules/Treasury/Domain/Services/MultiPaymentService.php,223,recordDeposit(),"recordDeposit() anchors the cited behavior at `$journalEntry = $this->glService->createCustomerAdvanceJournalEntry(`",mapped,
plan-sections-0-through-4,3383,plan-advance-reversal.md:727-728,plan-advance-reversal.md,727-728,.superpowers/sdd/HANDOVER-document-per-action-remediation-2026-08-08/plan-advance-reversal.md,727-728,"section 3. Tasks (12) — TDD, red first","section 3. Tasks (12) — TDD, red first anchors the cited behavior at `asserts they sum to the nominal. `performCancellation()` derives the partition through the **same** reader for the standalone `cancel()``",mapped,
